10049,"Deep Bay Airport",55.560278,-131.655556
10050,"Kako Airport",61.898889,-161.438056
10051,"Molly Creek Airport",64.097222,-143.266667
10052,"Ptarmigan Lake Airport",61.866111,-141.159722
10053,"Cape Simpson Airport",71.056944,-154.728333
10054,"Kogru River Airport",70.576111,-152.271111
10055,"Teshepkuk Lake Airport",70.358333,-153.196667
10056,"Trident Basin Seaplane Base",57.780833,-152.391111
10058,"Lake Florence Airport",57.816667,-134.583333
10059,"Lake Hasselborg Airport",57.700000,-134.266667
10060,"Distin Lake Airport",57.616667,-134.366667
10061,"Port Hobron Airport",57.150000,-153.150000
10062,"Mooseville Airstrip Airport",70.284444,-152.211944
10063,"Big Bay Airport",58.562500,-152.596111
10064,"Wien Lake Airport",64.352778,-151.275000
10065,"Silver Salmon Creek Airport",59.963889,-152.682222
10066,"Blear Lake Airport",64.333333,-147.500000
10067,"Cannery Bay Airport",53.683333,-166.750000
10069,"Johnsons Landing",56.036667,-160.266111
10070,"International Seafoods Airport",58.266667,-157.533333
10071,"Cosna River Airport",64.500000,-151.666667
10072,"Ivatuk Airport",68.487778,-155.757500
10074,"Cape Sarichef AFS",54.583333,-164.912500
10075,"Taylor Mountain",60.867778,-157.391944
10076,"Coal Creek",65.311111,-143.135278
10078,"Karluk Portage Airport",57.538333,-154.164444
10079,"Hope Airport",60.905556,-149.623889
10080,"Viekoda Bay Airport",57.849444,-153.115278
10082,"Cathedral Strip",55.740000,-162.125278
10083,"Village Islands Airport",57.774167,-153.544722
10084,"Bear Cove Farm",59.738333,-151.030000
10085,"Chinitna Bay Airport",59.833333,-152.584722
10086,"McKinley National Park",63.732500,-148.910556
10087,"Dog Fish Bay",59.241111,-151.877222
10088,"Malina Bay Airport",58.171944,-152.894167
10089,"Red Fox Bay Airport",58.464444,-152.593056
10090,"Shearwater Airport",57.343333,-152.897222
10091,"Lake",71.030000,-154.443611
10092,"Cape Simpson No. 1",71.501667,-154.033889
10093,"Cape Simpson No. 7",70.573889,-155.321389
10094,"Cape Simpson #1",70.662778,-154.836667
10095,"Nikiski Private Airstrip",60.690278,-151.288889
10096,"Petrof Point Airport",59.376389,-150.765000
10097,"Denali West Lodge Private",63.755556,-147.930000
10098,"Big River Airport",61.859444,-154.276667
10100,"Carry Inlet Airport",58.583056,-152.445833
10102,"Montague Island Airport",59.925000,-147.516667
10103,"Shannon Pond Airport",59.039167,-158.463889
10104,"Omalik Lagoon Airport",69.155556,-163.497222
10105,"Omolik Lagoon Airport",69.148056,-163.510278
10106,"Bradley Lake Project Airport",59.791667,-151.266667
10107,"Ice Strip",70.574167,-155.318056
10108,"Ice Strip",70.311944,-153.249167
10109,"Ice Strip",70.980833,-157.095000
10110,"Akulik Air Strip",68.985556,-163.479722
10111,"Deadfall Air Strip",69.170833,-163.256389
10112,"Eagle Creek Airport",68.676667,-162.646944
10113,"Ice Kong",59.952778,-162.616944
10116,"Glacier Split",59.633333,-151.208333
10117,"Selby Lake Airport",66.955833,-155.615000
10118,"Anaa Airport",-17.353889,-145.509722
10119,"Arrabury Station",-26.700000,141.041667
10120,"El Arish International",31.076389,33.833333
10121,"Rabah Bitat",36.821667,7.810000
10122,"Apalachicola Regional",29.727500,-85.027500
10123,"Aachen/Merzbruck",50.823056,6.186111
10124,"Arraias Airport",-12.916667,-46.933333
10125,"Aalborg Airport",57.093056,9.850000
10126,"Malamala",-24.808333,31.541667
10127,"Al Ain International",24.261667,55.609167
10128,"Anaco Airport",9.431944,-64.463889
10129,"Vityazevo",44.900000,37.316667
10130,"Tirstrup",56.310278,10.618056
10131,"Asau W Sam",-13.516667,-172.650000
10132,"Araxa Airport",-19.568056,-46.929167
10134,"Abadan Airport",30.366111,48.232222
10135,"Lehigh Valley International",40.654722,-75.438333
10136,"Abilene Regional",32.409444,-99.679722
10137,"Abidjan Felix Houphouet Boigny International",5.255556,-3.929167
10138,"Kabri Dar Airport",6.733889,44.266111
10139,"Ambler River",67.087500,-157.845833
10140,"Albuquerque International Sunport",35.041667,-106.606389
10141,"Aberdeen Regional",45.449722,-98.421667
10142,"Abu Simbel Airport",22.372222,31.615278
10143,"Al-Baha Airport",20.296111,41.634167
10144,"Abuja Nnamdi Azikiwe International",9.005556,7.266111
10145,"Albury Airport",-36.068333,146.976667
10146,"Southwest Georgia Regional",31.532222,-84.196111
10147,"Aberdeen Dyce",57.204167,-2.198611
10148,"General Juan N Alvarez International",16.755556,-99.766944
10149,"Antrim County",44.984722,-85.199167
10150,"Accra Kotoka International",5.595278,-0.170833
10151,"Lanzarote",28.942500,-13.604722
10152,"St Gallen Altenrhein",47.485278,9.560000
10153,"Alderney Airport",49.706944,-2.215278
10154,"Nantucket Memorial",41.256667,-70.059722
10155,"Waco Regional",31.611389,-97.228611
10156,"Achutupo Airport",8.433333,-77.966667
10157,"Arcata",40.979167,-124.107500
10158,"Nafec Atlantic City",39.456111,-74.578056
10159,"Adana Sakirpasa",36.983611,35.280833
10160,"Adnan Menderes",38.294722,27.160000
10161,"Andakombe Airport",-7.136111,145.744167
10162,"Haile Selassie I International",8.978056,38.799444
10163,"Aden International",12.827778,45.030556
10164,"King Abdullah Ben",31.972222,35.990000
10165,"Adak NS",51.882778,-176.644722
10166,"Adelaide International",-34.948333,138.534722
10167,"Ardmore Municipal",34.303056,-97.019722
10168,"Andes Airport",5.666667,-75.883333
10169,"Andamooka Airport",-30.437778,137.137222
10170,"Kodiak Airport",57.750000,-152.493889
10171,"Addison",32.968333,-96.836111
10172,"Andrews AFB",38.810833,-76.867222
10173,"RAF Leuchars",56.372778,-2.868333
10174,"San Andres",12.583333,-81.700000
10175,"Al Dhafra Air Base",24.248333,54.547778
10176,"Aleneva Airport",58.033333,-152.900000
10177,"Aek Godang",1.400000,99.430556
10178,"Abeche Airport",13.851389,20.850833
10180,"Aioun El Atrouss Airport",16.709167,-9.635556
10181,"Aeroparque Jorge Newbery",-34.558889,-58.415833
10182,"Adler/Sochi Airport",43.450000,39.933333
10183,"Vigra",62.562500,6.105278
10184,"Allakaket Airport",66.561667,-152.658333
10185,"England AFB",31.324167,-92.546944
10186,"Akureyri Airport",65.656944,-18.072222
10188,"San Rafael Airport",-34.589167,-68.400556
10189,"USAF Academy Airfield",38.969722,-104.812500
10190,"Nebraska City Municipal",40.606944,-95.865833
10191,"Afton Municipal",42.716667,-110.933333
10192,"Anson County",35.023889,-80.081389
10194,"Fort Worth Alliance",32.986667,-97.317500
10195,"Afyon Airport",38.735000,30.595556
10196,"Agadir/Inezgane",30.380556,-9.545833
10197,"Muehlhausen",48.426111,10.933056
10198,"Allegheny County",40.354722,-79.930000
10199,"La Garenne",44.173611,0.598611
10200,"Angoram Airport",-4.065833,144.073889
10201,"Angelholm-Helsingborg",56.293056,12.862500
10202,"Kagua Airport",-6.403333,143.846667
10203,"Wanigela Airport",-9.340278,149.155278
10204,"Angoon Seaplane Base",57.503889,-134.583333
10205,"Malaga Airport",36.671667,-4.498056
10206,"Agrinion New",38.604167,21.351944
10207,"Agra Airport",27.158333,77.962778
10208,"Bush Field",33.369167,-81.964444
10209,"Guarani International",-25.455556,-54.843611
10210,"Jesus Teran International",21.705556,-102.317778
10211,"Oswaldo Guevara Mujica",9.552222,-69.233333
10212,"Agatti Island Airport",10.833333,72.200000
10213,"Naha AB",26.191944,127.647778
10214,"Abha Airport",18.238611,42.655000
10215,"Ardmore Airport",34.146944,-97.122778
10216,"Athens Municipal",33.948333,-83.326944
10217,"Alghero",40.630556,8.288889
10218,"Ahuas Airport",15.472778,-84.351389
10219,"Amchitka",51.378611,179.258611
10220,"Cherif El Idrissi International",35.179722,-3.836944
10221,"Alliance Municipal",42.051667,-102.806667
10222,"Anita Bay Airport",56.190000,-132.445833
10223,"Anderson Municipal-Darlington Field",40.108611,-85.613056
10224,"Aiken Municipal",33.650000,-81.684722
10225,"Wainwright Airport",70.630556,-160.043056
10226,"Aitutaki Airport",-18.850000,-159.750000
10227,"Bader Field",39.360000,-74.460000
10228,"Lee C Fine Memorial",38.098333,-92.547222
10229,"Ajaccio/Campo Dell Oro",41.924167,8.803056
10230,"Al Jouf",29.800000,40.066667
10231,"Akjoujt Airport",19.730556,-14.374444
10232,"Lengpui",23.840556,92.619722
10233,"Ouani",-12.126389,44.429722
10234,"Arvidsjaur Airport",65.586111,19.282500
10235,"Santa Maria",-10.983889,-37.070278
10236,"Manu Dayak",16.964167,7.993056
10237,"Atka Airport",52.220278,-174.206944
10238,"Akron Fulton International",41.037500,-81.466944
10239,"Kufra",24.200000,23.333333
10241,"Akiak Airport",60.905556,-161.223333
10242,"Asahikawa Airport",43.670833,142.451667
10243,"Akhiok Airport",56.945000,-154.166667
10244,"Auckland International",-37.011111,174.799167
10245,"King Salmon Airport",58.677778,-156.651667
10246,"Akron Washington County",40.175556,-103.222222
10247,"Anaktuvuk Pass Airport",68.137500,-151.740000
10248,"Akure Airport",7.258333,5.304167
10249,"Auki Airport",-8.697778,160.680833
10250,"Akrotiri Airport",34.590278,32.987500
10251,"Aktyubinsk Airport",50.250000,57.216667
10252,"Akyab Airport",20.130278,92.880278
10253,"Albertville Regional-Thomas J Brumlik Field",34.229167,-86.255833
10254,"Shelby County",33.176944,-86.782778
10255,"Madison County Executive/Tom Sharp Jr. Field",34.861389,-86.557500
10256,"Alma-Ata Airport",43.350000,77.033333
10257,"Albany International",42.745833,-73.805278
10258,"Alicante Airport",38.282500,-0.558333
10259,"Alpine Casparis Municipal",30.384167,-103.683056
10260,"Alta Airport",69.976111,23.380556
10261,"Houari Boumediene",36.693333,3.217222
10262,"Albany Airport",-34.945000,117.805833
10263,"Alice International",27.740833,-98.027222
10264,"Alexander Bay Airport",-28.567222,16.536389
10265,"Asela Airport",7.583333,39.066667
10266,"Alamogordo White Sands Regional",32.839722,-105.990000
10267,"St. Louis Regional",38.891667,-90.048333
10268,"Waterloo Regional",42.556111,-92.399722
10269,"Neirab",36.180833,37.226667
10270,"Alegrete Airport",-29.799722,-55.763333
10271,"Alexandra Airport",-45.213889,169.369444
10272,"Alamosa Municipal",37.436667,-105.866667
10273,"Alenquer Airport",-1.940556,-54.740278
10274,"Alula Airport",11.983333,50.783333
10275,"Walla Walla Regional",46.094722,-118.291111
10276,"Thomas C. Russell Field",32.916667,-85.966667
10277,"Alexandria International",31.187778,29.948056
10278,"Alitak Seaplane Base",56.895833,-154.245833
10279,"Amarillo International",35.227222,-101.721944
10280,"Ahmedabad Airport",23.066389,72.624167
10281,"Ama Airport",-4.101667,141.669722
10282,"Amboin Airport",-4.600000,143.500000
10283,"Arba Minch Airport",6.036111,37.576944
10284,"Rembiga",-8.560000,116.096944
10285,"Animas Air Park",37.203889,-107.868611
10286,"Puerto Armuelles Airport",8.265556,-82.865556
10287,"Amman Airport",31.722500,35.993333
10288,"Gratiot Community",43.320833,-84.686667
10289,"Mao Airport",14.147222,15.314444
10290,"Ampanihy Airport",-24.699444,44.733056
10291,"Pattimura",-3.710278,128.089722
10292,"Schiphol",52.308333,4.768056
10294,"Ames Municipal",41.994167,-93.618333
10295,"Ammaroo Station",-21.740000,135.240000
10296,"Ambatomainty Airport",-17.685556,45.625278
10297,"Anaheim-Disneyland HP",33.816667,-117.933333
10298,"Anniston/Calhoun County",33.590278,-85.855833
10299,"Anchorage International",61.169167,-149.985278
10300,"Anderson Regional",34.493611,-82.710000
10301,"Avrille",47.497222,-0.572778
10302,"Cerro Moreno International",-23.439444,-70.442778
10303,"Brie-Champniers",45.729444,0.219722
10304,"Aniak Airport",61.581667,-159.543056
10305,"Etimesgut",39.951667,32.688056
10306,"Antsirabato",-15.000000,50.321389
10307,"Annette Island",55.036944,-131.570556
10308,"Angoche Airport",-16.177778,39.936944
10309,"Lee",38.942778,-76.568889
10310,"Antwerp-Brussels North",51.190000,4.460000
10311,"Andahuaylas Airport",-13.708611,-73.351111
10312,"Antigua",17.108333,-61.763889
10313,"Anvik Airport",62.647778,-160.188889
10314,"Andoya",69.293056,16.141667
10317,"Lima Allen County",40.708333,-84.026667
10318,"Ancona/Falconara",43.617500,13.364167
10319,"Aomori Airport",40.734722,140.689722
10320,"Karpathos Airport",35.423889,27.147222
10321,"Paso de Los Libres Airport",-29.690000,-57.148611
10322,"Altoona-Blair County",40.297222,-78.320000
10323,"Sultan Abdul Halim",6.191111,100.403889
10324,"Amook Bay Airport",57.454722,-153.813056
10325,"Arapahoe County",39.572778,-104.847778
10326,"Apolo Airport",-14.736667,-68.413056
10327,"Napa County",38.212222,-122.280000
10328,"San Juan Aposento Airport",-15.350000,-75.166667
10329,"Naples Municipal",26.152778,-81.775278
10330,"Phillips AAF",39.466111,-76.169722
10331,"Apataki Airport",-15.566667,-146.416667
10332,"Nampula Airport",-15.101667,39.287222
10333,"Phelps/Collins",45.081667,-83.555833
10334,"Apartado Airport",7.033333,-77.200000
10335,"April River Airport",-4.673611,142.537778
10336,"Marion County Brown Field",35.060556,-85.585278
10337,"Calf Apple Valley",34.526389,-117.212778
10338,"Faleolo",-13.833333,-172.000000
10339,"Qaisumah Airport",28.335278,46.125000
10340,"King Hussein International",29.612500,35.019444
10342,"Rodriguez Ballon International",-16.337778,-71.555000
10343,"Saqani Airport",-16.750000,179.350000
10344,"Girdwood Airport",60.966667,-149.123611
10345,"Russellville Regional",35.264722,-93.093889
10346,"Dennis F Cantrell Field",35.080833,-92.425000
10347,"Acadiana Reg",30.037778,-91.883889
10348,"Ann Arbor Municipal",42.222778,-83.744444
10349,"Wien Arctic Village",68.137500,-145.524444
10350,"Arcadia Municipal",-8.250000,124.750000
10351,"Arecibo Airport",18.450000,-66.675833
10352,"Walnut Ridge Regional",36.125000,-90.926389
10353,"Arkhangelsk Airport",64.566667,40.533333
10354,"Chacalluta",-18.333056,-70.338056
10355,"Arusha Airport",-3.364167,36.624722
10356,"Armidale Airport",-30.528333,151.623333
10357,"Arlanda",59.661944,17.933889
10358,"Aragip Airport",-9.870556,149.483611
10359,"Troncal",7.021111,-71.388889
10360,"Aragarcas Airport",-15.900000,-52.233333
10361,"Watertown International",43.990833,-76.021389
10362,"Aracatuba Airport",-21.143611,-50.426111
10363,"Lakeland/Noble F. Lee Memorial Field",45.928056,-89.730833
10364,"Arad Airport",46.183333,21.266667
10365,"Asbury Park/Monmouth County",40.183333,-74.116667
10366,"Ararat Airport",-37.311944,142.990556
10367,"N'zeto North",-7.222500,12.868611
10368,"Assab International",13.070000,42.638333
10369,"Ashkhabad Airport",37.981667,58.360833
10370,"Ascension Airport",-15.916667,-63.150000
10371,"Andros Town Airport",24.697778,-77.796111
10372,"Aspen Pitkin County Sardy Field",39.224167,-106.868889
10373,"Ashburton Airport",-43.905000,171.796667
10374,"Nashua Airport",42.778889,-71.509444
10375,"Ascension Aux Af",-7.970278,-14.393611
10376,"Amami",28.416944,129.697500
10377,"Yamoussoukro Airport",6.905556,-5.364167
10378,"Harrison County",32.521667,-94.308056
10379,"Yohannes IV",15.291111,38.910278
10380,"Talladega Municipal",33.569722,-86.050833
10381,"Asosa Airport",10.047222,34.536667
10382,"Alice Springs Airport",-23.803333,133.884167
10383,"Austin Airport",39.468889,-117.196111
10384,"Kayseri Airport",38.704167,35.509722
10385,"Astoria Regional",46.159722,-123.880000
10386,"Silvio Pettirossi International",-25.239167,-57.519167
10387,"Aswan International",23.965000,32.821667
10388,"John F Kennedy Memorial",46.548611,-90.918611
10389,"Ashley Municipal",46.023889,-99.352778
10390,"Anta Huaraz",-9.347222,-77.600000
10391,"Atbara Airport",17.709722,34.057222
10392,"Arthur's Town Airport",24.629444,-75.673889
10393,"Antlers Municipal",34.192778,-95.649722
10394,"Eleftherios Venizelos International",37.936667,23.944444
10395,"Artigas International",-30.400000,-56.508333
10396,"Atqasuk Edward Burnell Sr. Memorial",70.467500,-157.451944
10397,"Atlanta Municipal",33.640833,-84.427222
10398,"Altamira Airport",-3.253333,-52.253056
10399,"Namatanai Airport",-3.671389,152.436389
10400,"Ohio University Snyder Field",39.210833,-82.231667
10401,"Aitape Airport",-3.142500,142.346667
10402,"Amritsar Airport",31.706944,74.797222
10403,"Atar Airport",20.499444,-13.046389
10404,"Artesia Municipal",32.848333,-104.466944
10405,"Atmautluak Airport",60.867500,-162.270833
10406,"Casco Cove",52.825833,173.172778
10407,"Ati Airport",13.242222,18.307500
10408,"Outagamie County Regional",44.257778,-88.520000
10409,"Watertown Municipal",44.908889,-97.154167
10410,"Assiut Airport",27.046389,31.078611
10411,"Reina Beatrix International",12.502222,-70.013889
10412,"Santiago Perez",7.070278,-70.740556
10413,"Augustus Downs Airport",-18.506944,139.881667
10414,"Augusta",44.318056,-69.796667
10415,"Abu Dhabi International",24.433056,54.648889
10416,"Alakanuk New",62.689167,-164.610833
10417,"Austin Municipal",43.664444,-92.933889
10418,"Auburn Municipal",38.952778,-121.081944
10419,"Auburn-Opelika",32.615278,-85.431944
10420,"Aguan Papua N.G.",-9.916667,149.333333
10421,"Hiva Oa/Atuona",-9.766667,-139.016667
10422,"Aurillac Airport",44.897500,2.418056
10423,"Austin - Bergstrom International",30.194444,-97.670000
10424,"Wausau Downtown",44.923333,-89.623056
10425,"Araguaina Airport",-7.200000,-48.200000
10426,"Anatom",-20.253333,169.761389
10427,"Aurora Municipal",41.770833,-88.472778
10428,"Aviano AFB",46.031944,12.597222
10430,"Maximo Gomez",22.026389,-78.790556
10431,"Asheville Regional",35.435000,-82.541111
10432,"Caumont",43.907222,4.901944
10433,"Avon Park Municipal",27.592500,-81.526944
10434,"Wilkes Barre Scranton International",41.339167,-75.725833
10435,"Avalon Airport",-38.040833,144.468056
10436,"Avra Valley",32.409167,-111.218056
10437,"Catalina",33.405000,-118.415833
10438,"Awasa Airport",7.061111,38.487500
10439,"Wake Island Airfield",19.280000,166.640278
10440,"West Memphis Municipal",35.135000,-90.234444
10441,"Awar Airport",-4.124167,144.870278
10442,"Andrews County",32.329444,-102.530278
10443,"Ahwaz Airport",31.337778,48.759722
10444,"Wallblake",18.210278,-63.057500
10445,"Maxson Airfield",44.316667,-75.899722
10446,"Aramac Airport",-22.958056,145.242500
10447,"Dimokritos",40.855556,25.950000
10448,"El Eden",4.456389,-75.768056
10449,"Chandler Field",45.867222,-95.394167
10450,"Spring Point Airport",22.441944,-73.970556
10451,"Altus Municipal",34.698056,-99.338056
10452,"Akita Airport",39.615556,140.218611
10453,"Axum Airport",14.120833,38.716667
10454,"Neil Armstrong",40.493333,-84.298889
10455,"Angel Fire",36.420556,-105.289444
10456,"Anthony Lagoon Airport",-18.016667,135.550000
10457,"Ayacucho Airport",-13.133333,-74.200000
10458,"Ayers Rock Connellan",-25.186111,130.975556
10459,"Ayr Airport",-19.596667,147.324444
10460,"Waycross Ga",31.249167,-82.395556
10461,"Antalya Airport",36.905556,30.790556
10462,"Ayawasi Airport",-1.141667,132.478333
10463,"Valle",35.650833,-112.148056
10464,"H. A. Clark Memorial Field",35.302222,-112.194167
10465,"Glendale Municipal",33.527222,-112.295278
10466,"Williams Gateway",33.307778,-111.655556
10467,"Yazd Airport",31.897778,54.281667
10468,"Pablo L. Sidar",19.093611,-102.393611
10469,"Kalamazoo/Battle Creek International",42.236389,-85.553611
10470,"Samana El Catey International",19.266667,-69.750000
10471,"Biddeford Municipal",43.464167,-70.472500
10472,"Sugarloaf Regional",45.086111,-70.216111
10473,"Bialla Airport",-5.316667,151.033333
10474,"Beale AFB",39.136111,-121.435556
10475,"Barranca de Upia Airport",4.569167,-72.967222
10476,"Barksdale AFB",32.501667,-93.662500
10477,"Barcelonnette Airport",44.383333,6.633333
10478,"Barnes Municipal",42.160000,-72.716389
10479,"Baguio Airport",16.376667,120.617778
10480,"Bahrain International",26.270833,50.637500
10481,"Buenos Aires Airport",9.165833,-83.332500
10482,"Bina International",40.467500,50.046667
10483,"Batman Airport",37.931667,41.118889
10484,"Lander County",40.597500,-116.872222
10485,"Udorn AB",17.383056,102.800000
10486,"Ernesto Cortissoz International",10.896111,-74.778889
10487,"Baker AAF",55.366667,-133.600000
10488,"Barth Airport",54.338889,12.711389
10489,"Bauru Airport",-22.345000,-49.053889
10490,"Baotou Airport",40.666667,109.983333
10491,"Barnaul Airport",53.363889,83.541944
10492,"Baia Mare Airport",47.650000,23.466667
10493,"Balmaceda Airport",-45.916667,-71.695000
10494,"Bay City Municipal",28.973056,-95.863333
10495,"N Eng Heliport",42.508333,-71.183333
10497,"Bhubaneswar Airport",20.243611,85.820000
10498,"Berbera International",10.391667,44.950000
10499,"Cocoa Point",17.555556,-61.765000
10500,"Baillif",16.016111,-61.738889
10501,"Blackbushe Airport",51.324444,-0.840556
10502,"Berberati Airport",4.219167,15.788056
10503,"Baneasa",44.500000,26.100000
10504,"Blue Bell Airport",40.136667,-75.267500
10505,"Bambari Airport",5.845833,20.649722
10506,"Zambezi Airport",-13.537222,23.110000
10507,"Gustavo Rizo",20.364444,-74.506389
10508,"Virginia Tech/Montgomery Executive",37.207222,-80.406944
10509,"Bear Creek Airport",57.617500,-155.867222
10510,"Bacolod Airport",10.642500,122.929722
10511,"Bryce Canyon Airport",37.706389,-112.144722
10512,"Baucau Airport",-8.493056,126.400556
10513,"Barcaldine Airport",-23.559167,145.301944
10514,"Baca Grande",37.966667,-105.766667
10515,"Barra del Colorado Airport",10.767778,-83.585833
10516,"Bacau Airport",46.598611,26.881944
10517,"Barcelona Airport",41.302778,2.094444
10518,"Southern Seaplane",29.866111,-90.022222
10519,"Boca Raton Public",26.370833,-80.108333
10520,"Bulchi Airport",6.292222,36.887222
10521,"Bermuda NAS Kindley Field",32.363333,-64.678056
10522,"Bundaberg Airport",-24.905833,152.320833
10523,"Baudette International",48.720833,-94.600000
10524,"Blanding Municipal",37.582778,-109.482500
10525,"Bandar Lengeh Airport",26.531389,54.823611
10526,"Bird Island Airport",-3.724167,55.205278
10527,"Syamsudin Noor",-3.442222,114.762778
10528,"Bondoukou/Soko",8.018333,-2.758333
10529,"Bradley International",41.938611,-72.683333
10530,"Bandirma Airport",40.318333,27.977222
10531,"Talhar",24.841667,68.838889
10532,"Husein Sastranegara",-6.901667,107.575833
10533,"Chandragadhi",26.571667,88.080000
10534,"Baroda Airport",22.329167,73.220833
10535,"Igor I Sikorsky Memorial",41.164167,-73.124444
10536,"Brindisi/Casale",40.658056,17.946667
10537,"Bardufoss Airport",69.056111,18.540000
10538,"Bandon State",43.087500,-124.408333
10539,"Benbecula Airport",57.482222,-7.364722
10540,"Laurence G Hanscom Field",42.470833,-71.290000
10541,"Bluefields International",11.996944,-83.768611
10542,"Belgrade International",44.819167,20.312222
10543,"Ross Field",42.127778,-86.428333
10544,"Beica Airport",9.391667,34.533333
10545,"Val de Cans International",-1.378889,-48.475556
10547,"Benina",32.095833,20.275000
10548,"Aeropelican",-33.066111,151.648056
10549,"Berlin Metropolitan Area",52.511667,13.402500
10550,"Brest/Guipavas",48.447222,-4.420556
10551,"Bethel Airport",60.784444,-161.831389
10552,"Bedourie North",-24.230000,139.445000
10553,"Teyman",31.283333,34.716667
10554,"Beira Airport",-19.794444,34.911944
10555,"Beirut International",33.812778,35.490278
10556,"Blue Fox Bay Airport",58.183333,-152.133333
10557,"Bradford Regional",41.802222,-78.639444
10558,"William B. Heilig Field",41.875278,-103.601111
10559,"King County Airport-Boeing Field",47.528889,-122.299444
10560,"Buckley Air National Guard Base",39.701667,-104.751667
10561,"Meadows Field",35.430000,-119.052222
10562,"Mobile Aerospace",30.626389,-88.068056
10563,"Bloemfontein International",-29.092222,26.302778
10564,"Buffalo Range Airport",-21.009167,31.579167
10565,"Beaver County",40.772222,-80.391111
10566,"Bahia de Pinas Airport",7.583333,-78.200000
10567,"Virgil I Grissom Municipal",38.840000,-86.445278
10568,"Belfast International (Aldergrove)",54.654167,-6.225000
10569,"Beaufort County",32.411944,-80.634722
10570,"Palonegro",7.126111,-73.184722
10571,"Booue Airport",-0.106667,11.938889
10572,"Hutchinson County",35.700833,-101.393056
10573,"Decatur County Industrial Air Park",30.971667,-84.637500
10574,"Bangui-M'Poko",4.396111,18.520278
10575,"Grantley Adams International",13.072222,-59.493056
10576,"Baglung Airport",28.213611,83.665278
10577,"Greater Binghamton/Edwin A. Link Field",42.201389,-75.969167
10578,"Bruggen Airport",51.200556,6.133333
10579,"Flesland",60.293611,5.219444
10580,"Big Lake Airport",61.535833,-149.812500
10581,"Bangor International",44.807778,-68.827778
10582,"Big Spring McMahon-Wrinkle",32.214444,-101.525000
10583,"Bagdad Airport",34.593333,-113.170833
10584,"Bangassou Airport",4.786667,22.784444
10585,"Muthanna",33.255556,44.225000
10586,"Comandante Gustavo Kraemer",-31.398611,-54.112500
10587,"Bergamo/Orio Al Serio",45.668333,9.700278
10588,"Isa AB",25.918333,50.590556
10589,"Hancock County-Bar Harbor",44.448889,-68.361667
10590,"Laughlin Bullhead International",35.163333,-114.564444
10591,"Belfast City",54.617222,-5.870833
10592,"Woodbourne",-41.516667,173.872222
10593,"Araslaya",15.734722,-84.543333
10594,"Bisha Airport",19.986111,42.625000
10595,"Comandante Espora Nab",-38.730556,-62.150556
10596,"Bhuj Airport",23.287500,69.670556
10597,"Bukhara Airport",39.766667,64.483333
10598,"Bahia de Los Angeles North",28.975556,-113.563333
10599,"Birmingham Airport",33.563056,-86.755556
10600,"Beihan Airport",14.780556,45.718333
10601,"Bhopal Airport",23.284722,77.338611
10602,"Broken Hill Airport",-32.001667,141.466667
10603,"Bharatpur Airport",27.676389,84.432500
10604,"Bathurst Airport",-33.411111,149.652778
10605,"Brighton Downs Airport",-23.350000,141.550000
10606,"Bhavnagar Airport",21.755000,72.184444
10607,"Bahawalpur International",29.344444,71.712500
